rumah,alamat,harga,temppat_tidur,luas_bangunan,luas_lahan
Free Ac Rumah Baru Dekat UMY,"Bantul, Bantul",Rp 374.000.000,2,37,105
Rumah baru dekat jln Piyungan prambanan,"Piyungan, Bantul",Rp 350.000.000,2,45,76
Rumah super murah dua ratus jutaan tipe minimalis lokasi strategis Kota Candi,"Playen, Gunung Kidul",Rp 226.000.000,2,50,91
RUMAH ETNIK AKSES BAGUS DEKAT KAWASAN WISATA CANDI PRAMBANAN,"Prambanan, Sleman",Rp 599.999.000,2,50,105
"RUMAH di SLEMAN, Bisa BELI TANAH SAJA","Seyegan, Sleman",Rp 250.000.000,3,65,92
Rumah Mewah Murah Barat Pemda Sleman,"Mlati, Sleman",Rp 460.000.000,2,45,108
"Green Residence Caturharjo Sleman, Yogyakarta","Sleman, Sleman",Rp 420.000.000,2,40,117
Dijual Rumah Murah Baru di jakal,"Ngaglik, Sleman",Rp 470.000.000,2,65,120
Rumah Baru Siap Pakai Utara Pasar Godean,"Sleman, Sleman",Rp 525.000.000,3,70,100
Homestay di Seturan Babarsari,"Depok, Sleman",Rp 235.000.000,2,40,60
DIJUAL RUMAH MEWAH SIAP HUNI DENGAN 5 KAMAR TIDUR DI JL GODEAN SLEMAN,"Godean, Sleman",Rp 1.200.000.000,5,225,243
Rumah cantik dalam komplek nyaman utara condongcatur,"Condong Catur, Sleman",Rp 775.000.000,3,100,126
jual Murah rumah bagus di maguwoharjo,"Maguwoharjo, Sleman",Rp 580.000.000,2,45,75
Hunian Nyaman di Kawasan Berkembang Timur Kota,"Temon, Kulon Progo",Rp 288.000.000,3,50,123
TAK PERLU NEGO SUDAH MURAH,"Sleman, Sleman",Rp 335.000.000,2,40,83
GRAND CANDI RESIDENCE KALASAN,"Kalasan, Sleman",Rp 455.000.000,2,36,80
"Jual Rumah Dekat RSA UGM Bisa KPR, Siap Huni","Mlati, Sleman",Rp 650.000.000,3,60,100
DIJUAL RUMAH TINGGAL (SECONDARY),"Ngaglik, Sleman",Rp 745.000.000,3,120,202
Rumah murah donoharjo ngaglik sleman,"Ngaglik, Sleman",Rp 650.000.000,3,90,101
Rumah murah di seputar Lempongsari dekat hotel Hyatt,Sleman,Rp 585.000.000,2,105,113
"ARKADIA TOWNHOUSE MAGUWOHARJO, SLEMAN, YOGYAKARTA","Maguwoharjo, Sleman",Rp 1.945.000.000,4,150,120
Dijual Rumah Cantik Strategis Di Sleman,"Mlati, Sleman",Rp 6.500.000.000,5,550,580
Rumah mezanin area gentan,"Mlati, Sleman",Rp 325.000.000,2,43,66
RUMAH BARU SIAP HUNI CANTIK DEKAT UII PUSAT,"Ngaglik, Sleman",Rp 1.245.000.000,3,100,121
Rumah Mezzanine di kota Yogya,"Depok, Sleman",Rp 390.000.000,2,65,60
Rumah Minimalis Modern Dekat Kampus UMY,"Kasihan, Bantul",Rp 495.000.000,2,45,101
RUMAH 200 JUTAAN DI BANTUL TANAH LUAS,"Pandak, Bantul",Rp 279.000.000,2,45,82
Rumah Mewah Baru Dekat UII Jalan Kaliurang Km 13 Dengan Kualitas Bangunan Bagus,"Ngaglik, Sleman",Rp 950.000.000,3,100,128
RUMAH MEWAH 2 LANTAI TOWNHOUSE LOKASI STRATEGIS UTARA JOGJA BAY,"Maguwoharjo, Sleman",Rp 1.699.000.000,3,70,135
Rumah Minimalis Dekat Ringroad Selatan,"Kasihan, Bantul",Rp 570.000.000,2,45,105
"PERUMAHAN KONSEP ETNIK JAWA, DEKAT BANDARA YIA","Panjatan, Kulon Progo",Rp 520.000.000,3,60,82
Perumahan Hunian Modern Murah di Yogyakarta,"Sedayu, Bantul",Rp 385.000.000,2,40,75
RUMAH BAGUS BANGUNAN KOKOH BISA UTK KANTOR DI JL DAMAI SINDUHARJO NGAGLIK SLEMAN,"Ngaglik, Sleman",Rp 9.000.000.000,4,550,1140
Rumah mewah tanah luas 130 meter lokasi strategis di Sleman jogja,"Kalasan, Sleman",Rp 955.000.000,2,40,130
DIJUAL RUMAH MEWAH KONDISI BARU DEKAT CANDI SAMBISARI,"Kalasan, Sleman",Rp 1.610.000.000,4,134,147
DijualRumah Elite nan Cantik di Kronggahan,"Sleman, Sleman",Rp 2.500.000.000,4,140,145
Rumah Murah dekat Pasar Gamping,"Gamping, Sleman",Rp 400.000.000,2,45,137
Kavling Rumah Strategis Siap Bangun Harga Murah,"Bantul, Bantul",Rp 345.000.000,2,37,91
Rumah Siap huni dekat Soto Batok Sambisari Purwomartani,"Depok, Sleman",Rp 400.000.000,2,45,68
Rumah minimalis modern di Sleman Harga Terjangkau,"Gamping, Sleman",Rp 315.000.000,2,40,93
RUMAH CANTIK DAN ISTIMEWA DI BANTUL DEKAT ISI,"Sewon, Bantul",Rp 425.000.000,3,70,70
Rumah 3 KT Lokasi strategis Dekat UGM UII,"Ngaglik, Sleman",Rp 2.000.000.000,3,600,260
Dijual Rumah Kavling Siap Bangun,"Kalasan, Sleman",Rp 599.000.000,3,70,362
Rumah Super Mewah Smart Home Ada Kolam Renang (SHM READY) Jakal KM 9,"Ngaglik, Sleman",Rp 3.567.000.000,5,195,390
"2 UNIT TERAKHIR, RUMAH SIAP HUNI TEPI JALAN RAYA DI WIROSABAN","Wirobrajan, Yogyakarta",Rp 930.000.000,3,75,97
Dijual Cepat Rumah Murah Kondisi Bagus di Kalasan Sleman,"Kalasan, Sleman",Rp 415.000.000,3,70,101
Di Jual Rumah Dekat Perumahan Jambusari,"Depok, Sleman",Rp 650.000.000,3,100,120
"CLUSTER DI KREMBANGAN DEKAT BANDARA YIA, DESAIN MINIMALIS","Panjatan, Kulon Progo",Rp 185.000.000,2,60,61
Rumah Murah 2 LT Dekat Ringroad Selatan Bantul,"Kasihan, Bantul",Rp 950.000.000,3,85,115
RUMAH DI TENGAH KOTA JOGJA DEKAT DENGAN PRAWIROTAMAN,"Mergangsan, Yogyakarta",Rp 1.300.000.000,4,183,280
Rumah Baru Siap Huni,"Godean, Sleman",Rp 1.400.000.000,6,160,165
"PROMO PERUMAHAN 300-400 JT-an, KPR DP 5% ANGSURAN RINGAN, Sertifikat Hak Milik","Kasihan, Bantul",Rp 345.000.000,2,45,81
RUMAH DI PERUMAHAN NOGOTIRTO,"Gamping, Sleman",Rp 1.100.000.000,3,162,158
Rumah siap bangun di area Sumberharjo Prambanan Sleman Yogyakarta,"Prambanan, Sleman",Rp 400.000.000,2,45,142
Rumah Murah di Berbah Sleman Tahap Finishing Dekat Lava Bantal,"Berbah, Sleman",Rp 395.000.000,2,45,91
Hunian Nyaman Lokasi Wates Hanya 5 menit ke Bandara YIA Kulon Progo,"Temon, Kulon Progo",Rp 309.000.000,2,36,77
DIJUAL PALING MURAH RUMAH 2 LANTAI DI KOTA JOGJA,"Bantul, Bantul",Rp 750.000.000,3,65,84
RUMAH CANTIK SIAP HUNI SHM BISA KPR DEKAT RSUD PRAMBANAN,"Prambanan, Sleman",Rp 500.000.000,3,60,104
"Rumah Mezzanine Type 54 Lokasi Strategis di Bangunjiwo, Bantul","Kasihan, Bantul",Rp 427.000.000,3,54,110
Rumah Hook di Utara Stadion Maguwoharjo,Sleman,Rp 1.590.000.000,5,147,214
Rumah Klasik Modern Di Jalan Kaliurang Km 16,"Pakem, Sleman",Rp 3.500.000.000,5,600,2000
HUNIAN EXCLUSIVE dalam PERUMAHAN,"Depok, Sleman",Rp 1.150.000.000,3,118,222
Hanya 300 jutaan DAPET Rumah di Ngemplak & Sudah Bonus PAGAR + KANOPI,"Ngemplak, Sleman",Rp 355.500.000,2,43,106
Rumah Depan Persis Damai Ilustria Residence JlKaliurang km 10,"Ngaglik, Sleman",Rp 3.500.000.000,7,385,385
Rumah Murah Dekat Kidfuns Jl Wonosari Sampaan,"Piyungan, Bantul",Rp 575.000.000,3,200,181
Segera Miliki Hunian Mewah Dekat Dengan Kota Malioboro Dan Pendidikan,"Tegalrejo, Yogyakarta",Rp 843.219.300,3,80,99
"Rumah Murah dekat Kampus ISI Jogja Jl Paris km 6,5","Sewon, Bantul",Rp 600.000.000,3,120,119
RUMAH MURAH 300 JUTAAN TANAH LUAS DI PIYUNGAN,"Piyungan, Bantul",Rp 395.000.000,2,48,72
Rumah 400Jtan dalam Cluster dekat Polres Sleman,"Tempel, Sleman",Rp 413.000.000,2,45,119
DIJUAL KOST 22 KAMAR TERISI FULL PENGUNI DEKAT KAMPUS UII,"Ngaglik, Sleman",Rp 4.000.000.000,22,550,401
RUMAH PALING MURAH HARGA ALL IN DI TRIWIDADI DP 0%,"Pajangan, Bantul",Rp 150.500.000,2,30,60
Rumah Siap Huni Dalam Perumahan di Barat Pamela Purwomartani Maguwoharjo Sleman,"Maguwoharjo, Sleman",Rp 510.000.000,3,100,88
Rumah Cantik 400Jtan dalam Perumahan dekat Kampus UMY,"Sedayu, Bantul",Rp 400.000.000,2,36,72
Rumah Minimalis Murah  dekat RSUD Sleman,"Sleman, Sleman",Rp 285.000.000,2,36,104
Rumah Minimalis Siap Huni Dekat Kampus UII Terpadu 600Jt Nego,"Ngaglik, Sleman",Rp 600.000.000,3,80,144
Homestay tengah Kota jogja Umbulharjo 11mnt ke Malioboro,"Depok, Sleman",Rp 3.900.000.000,6,322,201
Rumah Mewah Kaliurang Selatan Kampus UII Siap Bangun 2 Lantai,"Ngaglik, Sleman",Rp 1.550.000.000,4,145,144
Rumah Mewah Kaliurang Selatan Kampus UII Siap Bangun 2 Lantai,"Ngaglik, Sleman",Rp 1.550.000.000,4,145,144
"Rumah scandinavian tipe 70/100 di sleman, harga 500 jt an","Ngaglik, Sleman",Rp 582.500.000,3,70,100
Dijual rumah siap huni di lempongsari sari dekat hotel Hyatt,"Ngemplak, Sleman",Rp 550.000.000,3,75,90
Di jual Rumah di Jakal dalam cluster perumahan,"Ngaglik, Sleman",Rp 875.000.000,3,120,130
Perumahan Cluster dekat Kota Bantul,"Pajangan, Bantul",Rp 375.000.000,2,36,85
PURI HUTAMA BALECATUR,"Gamping, Sleman",Rp 198.000.000,2,36,67
RUMAH MURAH SPEK DAN MATERIAL MEWAH DI KASIHAN BANTUL,"Bantul, Bantul",Rp 370.000.000,2,40,80
Rumah Murah siap Huni di Jl Japlaksari kalasan,"Purwo martani, Sleman",Rp 980.000.000,3,60,101
Rumah Mewah dalam Perumahan jl Palagan dekat Hyatt,"Ngaglik, Sleman",Rp 3.300.000.000,4,250,270
RUMAH SIAP HUNI 3KT DEKAT PASAR JANGKANG NGEMPLAK,"Ngemplak, Sleman",Rp 525.000.000,3,57,93
RUMAH BAGUS BANGUNAN MEWAH HANYA 5 MENIT KE UMY,"Kasihan, Bantul",Rp 547.000.000,2,36,92
Dijual Dekat SMA N 1 MLATI Rumah Bagus Menawan,"Depok, Sleman",Rp 410.000.000,2,50,94
RUMAH JOGJA MEWAH 2 MENIT KAMPUS UNRIYO,"Maguwoharjo, Sleman",Rp 1.261.000.000,3,180,104
"Rumah dengan konsep dan desain berbeda, Balecatur","Gamping, Sleman",Rp 198.000.000,2,36,67
Rumah Apik Murah di Godean Sleman,"Godean, Sleman",Rp 395.000.000,2,50,85
"Dijual Rumah Minimalis 2 lantai di Blunyah Gede, Sleman",Sleman,Rp 2.000.000.000,4,175,130
Bonus Furnish GRAHA PUNIKA  MARGOMULYA Seyegan Sleman,"Seyegan, Sleman",Rp 430.000.000,2,50,92
Di jual Rumah baru di lempongsari Jakal,"Ngaglik, Sleman",Rp 650.000.000,3,75,90
Jual Villa Murah di Jl Besi Jangkang Type 137/116,"Ngaglik, Sleman",Rp 999.000.000,3,137,116
Rumah Baru di Maguwoharjo,"Maguwoharjo, Sleman",Rp 800.000.000,3,60,120
Rumah Mewah Klasik Modern Di Jl Godean Km 8 Sleman Yogyakarta,"Godean, Sleman",Rp 1.200.000.000,3,92,152
Rumah Mewah Murah Dalam Cluster Dalam Ringroad Dekat Kamus UNNISA,"Sleman, Sleman",Rp 1.508.300.000,3,139,130
RUMAH MEWAH ALA SULTAN DI JOGJA,"Umbulharjo, Yogyakarta",Rp 750.000.000,3,65,84
CLUSTER 10 UNIT DESAIN MEWAH ANGSURAN MURAH DEKET RS UII,"Bantul, Bantul",Rp 325.000.000,2,45,85
RUMAH MEWAH MURAH di KODYA Dekat MASJID,"Tegalrejo, Yogyakarta",Rp 2.900.000.000,7,256,325
RUMAH SIAP HUNI FURNISH DI JOGJA DEKET KOTA,"Mantrijeron, Yogyakarta",Rp 475.000.000,2,44,84
"Dekat pemda Sleman , Rumah di Beran Dalam Perumahan Siap Huni","Sleman, Sleman",Rp 850.000.000,5,200,200
"Rumah Pogung Dekat UGM, JIH","Mlati, Sleman",Rp 1.300.000.000,3,140,192
"Rumah di Maguwoharjo, Akses Jalan Luas Dekat pasar Stan","Maguwoharjo, Sleman",Rp 990.000.000,3,90,131
Dijual Rumah Murah Minimalis dekat Pasar Godean,"Godean, Sleman",Rp 400.000.000,2,50,110
Dijual Rumah Murah Minimalis dekat Pasar Godean,"Godean, Sleman",Rp 400.000.000,2,50,110
Rumah 350Jt Sleman Yogyakarta,"Minggir, Sleman",Rp 350.000.000,2,50,125
Hunian Tengah Kota Hanya 12 menit ke Bandara YIA,"Temon, Kulon Progo",Rp 293.000.000,2,77,35
RUMAH 2 LANTAI TERMURAH FREE SEMUA BIAYA DI SLEMAN,"Sleman, Sleman",Rp 562.000.000,3,50,82
Rumah  Purwomartani Jogjakarta,"Purwo martani, Sleman",Rp 585.000.000,2,45,93
RUMAH SUBSIDI 100 JUTAAN TEPI JALAN DI PLERET BANTUL,"Bantul, Bantul",Rp 175.000.000,2,30,60
"Cluster Nirwana Bangunjiwo 8, shm, desain request, 3 menit ke ALMA ATA","Kasihan, Bantul",Rp 489.000.000,2,45,103
Rumah Impian Pasangan Muda Dekat RS PKU Tilik Bu Tejo,"Sedayu, Bantul",Rp 280.000.000,2,36,78
RUMAH SIAP HUNI MURAH DI SEWON HANYA 300 JUTAAN,"Sewon, Bantul",Rp 350.000.000,2,45,80
Rumah Modern Minimalis Type 30 Murah - Graha Cahaya Milenia Sidomulyo,"Pengasih, Kulon Progo",Rp 153.000.000,2,76,76
Rumah 2Lt Siap Huni Pinggir Jalan Aspal Dekat Mall Jogjatronik Jogja,"Mergangsan, Yogyakarta",Rp 4.800.000.000,6,200,145
Rumah Subsidi Angsuran 1 Jutaan Di Gunungkidul DP Ringan,"Wonosari, Gunung Kidul",Rp 150.500.000,2,32,60
Rumah Full Furnished Di Perum Baturetno JLWonosari dkt Ringroad,"Banguntapan, Bantul",Rp 1.400.000.000,4,225,138
Rumah Cantik Megah Lega Luas  Di Purwomartani Sleman Jogja Utara SPBU Kadisoka,"Purwo martani, Sleman",Rp 975.000.000,3,100,164
Rumah Nyaman di Jogja Utara,"Ngaglik, Sleman",Rp 1.511.000.000,2,90,106
Rumah Mewah Citra Grand Mutiara (Ciputra),"Gamping, Sleman",Rp 2.150.000.000,3,90,135
HUNIAN SUPER MEWAH FULLFURNISHED HARGA NEGO DI JALAN KALIURANG,"Ngaglik, Sleman",Rp 3.950.000.000,5,252,419
Rumah Minimalis Strategis Dekat Dengan RS PKU Muhammadiyah,"Kasihan, Bantul",Rp 330.000.000,2,36,98
SOLUSI RUMAH PERTAMA ANGSURAN 900 RIBUAN DI WONOSARI,"Wonosari, Gunung Kidul",Rp 150.499.900,2,32,60
"Rumah Baru tipe 60, Luas tanah 120 m, Kamar tidur 3, di Maguwoharjo","Maguwoharjo, Sleman",Rp 750.000.000,3,60,120
Rumah Klasik Kaliurang Homestay Dijual,"Ngaglik, Sleman",Rp 1.600.000.000,3,120,224
"Promo 270jt Rumah Siap Bangun,Malangrejo","Ngemplak, Sleman",Rp 270.000.000,2,36,64
Rumah Nuansa Villa Dekat Pasar Gamping All In Jogja,"Gamping, Sleman",Rp 474.000.000,2,40,79
Dijual Rumah Siap Huni Area Banguntapan Dalam Ringroad Timur,"Banguntapan, Bantul",Rp 1.200.000.000,3,200,200
Rumah Type 45 Etnic Jawa Area Sleman hanya 300jtan,"Kalasan, Sleman",Rp 397.000.000,2,45,70
RUMAH CANTIK DAN MEWAH 2 LANTAI TERMURAH DEKAT JALAN KALIURANG,"Ngaglik, Sleman",Rp 1.850.000.000,4,200,120
RUMAH MEWAH FULLY FURNISHED DALAM PERUMAHAN ELITE JL PALAGAN NGAGLIK SLEMAN,"Ngaglik, Sleman",Rp 4.900.000.000,4,220,180
"HUNIAN EKSKLUSIVE DI JOGJA KOTA, WIROBRAJAN, MALIOBORO, KAMPUS PGRI","Wirobrajan, Yogyakarta",Rp 1.665.000.000,3,80,103
Rumah Kolam Renang Pribadi dengan Inner Garden (SHM Ready) Jakal KM 9,"Sleman, Sleman",Rp 1.537.000.000,4,95,133
Rumah cantik dekat Seturan,"Maguwoharjo, Sleman",Rp 235.000.000,2,40,60
Jual Cepat Rumah 2 Lantai di Jalan Kabupaten,"Gamping, Sleman",Rp 550.000.000,3,90,120
RUMAH MURAH 2 LANTAI 10 MENIT KOTA YOGYAKARTA,"Imogiri, Bantul",Rp 550.000.000,2,80,63
dijual rumah murah,"Prambanan, Sleman",Rp 360.000.000,2,45,100
DIJUAL Villa Type 110 Include Kolam Renang di Sleman,"Gamping, Sleman",Rp 1.214.000.000,3,110,146
"Tanah Perumahan Menoreh, Belakang Kopi Ampirono; Sertifikat SHM","Nanggulan, Kulon Progo",Rp 2.880.000.000,3,100,180
"Jual Rumah Murah Daerah Pundong Bantul, Rumah Siap Bangun Dijual Jl Parangtritis","Pundong, Bantul",Rp 235.000.000,2,36,76
"Dalam Perum Mranggen JLMagelang km 5,5 dalam Ringroad Murah","Mlati, Sleman",Rp 800.000.000,5,100,130
Timur Mercu Buana Jln Wates 200 jt-an siap bangun bisa KPR,"Sedayu, Bantul",Rp 299.000.000,2,36,72
DM Village Sudimoro Tipe 90,"Imogiri, Bantul",Rp 1.037.800.000,3,90,90
"DESAIN SCANDINAVIA, RUMAH DI JOGJA UTARA DEKAT KAMPUS UNRIYO","Ngemplak, Sleman",Rp 1.300.000.000,3,75,136
Rumah 2 Lantai Dekat Pusat Kota Yogyakarta,"Sedayu, Bantul",Rp 496.000.000,3,60,119
"Jual Cepat Rumah Dekat Ambarukmo Plaza, onegate System Siap Huni -Ms","Caturtunggal, Sleman",Rp 1.750.000.000,5,180,108
Dijual Rumah Siap Bangun di Daerah Sambilegi,"Maguwoharjo, Sleman",Rp 510.000.000,2,36,83
"DIJUAL Rumah Kolam Renang Pribadi di Jakal KM 9,5 Jogjakarta","Ngaglik, Sleman",Rp 1.520.000.000,4,110,133
"Rumah mezzanine di area jalan kaliurang km 12 sleman, free all in","Ngaglik, Sleman",Rp 590.000.000,3,64,100
RUMAH PALING MURAH LOKASI TEPI JALAN RAYA METES SEDAYU,"Bantul, Bantul",Rp 299.000.000,2,36,72
"Rumah Strategis siap bangun Purwomartani,Sleman","Sleman, Sleman",Rp 431.000.000,2,36,68
Kos Sdh Penuh Penghuni/Mahasiswa Jakal Km12,"Ngaglik, Sleman",Rp 4.100.000.000,24,600,667
RUMAH SISA 2UNIT SAJA AREA GAMPING SLEMAN TERMURAH,"Gamping, Sleman",Rp 208.000.000,2,36,67
Dijual 3 unit Rumah Baru dalam cluster,"Purwo martani, Sleman",Rp 1.200.000.000,3,115,100
Rumah akses aspal dekat pasar Godean bantu KPR DP 10 persen,"Godean, Sleman",Rp 520.000.000,2,50,108
Greenland Giwangan Residence Rumah Siap Huni,"Imogiri, Bantul",Rp 1.300.000.000,3,117,96
DIJUAL RUMAH MURAH HARGA 400JTAN DI TAJEM SLEMAN,"Sleman, Sleman",Rp 440.000.000,2,50,97
DIJUAL MURAH RUMAH SIAP BANGUN AREA SUMBERHARJO PRAMBANAN SLEMAN,"Prambanan, Sleman",Rp 400.000.000,2,45,142
Rumah 2 Lantai Baru di Kawasan Maguwo Kamar tidur 3 Free BBN,"Maguwoharjo, Sleman",Rp 880.000.000,3,80,120
DIJUAL RUMAH SIAP HUNI TIPE BESAR TANAH LUAS DI NGEMPLAK SLEMAN,"Ngemplak, Sleman",Rp 625.000.000,3,77,112
Rumah Mewah di Ngaglik Sleman - INCLUDE Kolam Renang,"Ngaglik, Sleman",Rp 1.950.000.000,4,110,196
RUMAH 2LANTAI PROMO DAHSYAT HANYA 298JUTA SAJA BEBAS BANJIR,Kotagede,Rp 298.000.000,2,36,60
RUMAH BARU SIAP HUNI DI DEKAT SLEMAN CITY HALL,"Sleman, Sleman",Rp 675.000.000,2,50,150
Cluster Modern Dekat Jogja bay,"Maguwoharjo, Sleman",Rp 365.000.000,2,76,48
Rumah Proses Finishing Satu Setengah Lantai di Umbulmartani Ngemplak Sleman,"Ngemplak, Sleman",Rp 575.000.000,3,60,87
Rumah Senyaman Villa Dekat Pasar Gamping Ringan Dp Bisa Cicil 12x Sleman,"Gamping, Sleman",Rp 594.000.000,3,55,90
Rumah mewah dalam cluster wiyoro dekat jec dan rs harjo lukito,"Banguntapan, Bantul",Rp 1.550.000.000,3,165,106
Akses jalan aspal depan rumah lebar,"Berbah, Sleman",Rp 425.000.000,2,60,91
Rumah Siap Huni Dalam Perum Selatan UAD Terpadhu Yogyakarta,"Banguntapan, Bantul",Rp 575.000.000,2,80,84
RUMAH SUBSIDI 100 JUTAAN DEKAT JOGJA TV,"Pleret, Bantul",Rp 175.000.000,2,30,60
Rumah Murah Samping Hotel Ambarrukmo,"Depok, Sleman",Rp 750.000.000,2,40,45
Perumahan Cantik Minimalis Nuansa Hijau Caturharjo Sleman,"Mlati, Sleman",Rp 405.000.000,2,40,101
VILLA CANTIK LOKASI MENARIK HARGA CIAMIK,Sleman,Rp 2.500.000.000,4,500,1112
RUMAH MEWAH HARGA MURAH DI NGAGLIK SLEMAN,"Ngaglik, Sleman",Rp 1.850.000.888,4,200,120
VILLA RUMAH SIAP HUNI DI PUSAT KOTA JOGJA 10 MENIT MALIOBORO,"Umbulharjo, Yogyakarta",Rp 2.600.000.000,4,140,138
Dijual Rumah Perumahan Grand Village Yogyakarta,Yogyakarta,Rp 580.000.000,2,90,70
Di jual Rumah dalam perum di Purwomartani kalasan,"Purwo martani, Sleman",Rp 750.000.000,4,90,100
"ALHAMDULILLAH  5 Unit Lagi di Citra Pesona Sidokarto, Godean, Sleman","Godean, Sleman",Rp 546.500.000,2,50,90
perumahan Cantik Green Residence Caturharjo Sleman,"Mlati, Sleman",Rp 404.000.000,2,95,40
Rumah Type 95 Inner Garden Ada Private Pool Utara UGM (SHM),"Ngaglik, Sleman",Rp 1.591.500.000,4,95,139
Rumah murah jogja proses bangun di Bangunjiwo,"Moyudan, Sleman",Rp 338.000.000,2,45,74
"Jual Rumah Murah Dekat Pasar kota Gede Bantul, Full Bangunan","Kotagede, Yogyakarta",Rp 400.000.000,2,74,74
Rumah Tinggal Murah 3 KT Prospek Tepi Jalan,"Maguwoharjo, Sleman",Rp 575.000.000,3,86,96
Dijual Rumah daerah Kalasan,"Kalasan, Sleman",Rp 555.000.000,3,130,145
RUMAH DIJUAL SIAP HUNI DI JOGJA PROMO CASHBACK JUTAAN RUPIAH,"Kotagede, Yogyakarta",Rp 750.000.000,3,65,84
RUMAH SIAP HUNI BISA DP 0%,"Sedayu, Bantul",Rp 320.000.000,2,36,100
Rumah siap Huni di daerah Kodya dekat Malioboro,"Tegalrejo, Yogyakarta",Rp 875.000.000,4,154,100
Rumah murah di Jogja Casamediterranea Bukit Mutiara Residence,"Gamping, Sleman",Rp 675.000.000,3,60,100
Rumah Impian Murah 200anJt Free Desain Daerah Balecatur,"Gamping, Sleman",Rp 242.000.000,2,36,67
PALING LARIS DI WONOSARI 3 UNIT TERAKHIR RUMAH MEWAH TERMURAH,"Wonosari, Gunung Kidul",Rp 250.000.000,2,40,60
"Rumah Cluster Timur Kampus UII, 485 Juta Siap Huni","Ngemplak, Sleman",Rp 485.000.000,2,50,120
Promo Terbatas Untuk 1 Unit Terakhir Rumah Milenial Di Bantul,"Kasihan, Bantul",Rp 370.000.000,2,36,84
Rumah 2 Lantai Siap Huni di Jalan Wates KM 9 Free semua pajak,"Sedayu, Bantul",Rp 613.500.000,3,75,70
Rumah baru di SlemanJogja lokasi strategis dekat akses tol dan kampus,"Gamping, Sleman",Rp 685.000.000,2,36,91
Rumah Type 36 Minimalis Modern Harga Termurah,"Gamping, Sleman",Rp 198.000.000,2,36,67
Dijual Rumah di Sidoarum Gamping Sleman,"Godean, Sleman",Rp 995.000.000,3,100,158
Dijual Rumah Elite Baru siap huni 2 lt,"Sleman, Sleman",Rp 1.975.000.000,5,150,166
Dijual Rumah   Dekat Kampus UMY Bebas Balik Nama,"Banguntapan, Bantul",Rp 570.000.000,2,45,104
Dijual Rumah Siap Huni di Minomartani,"Kalasan, Sleman",Rp 680.000.000,2,70,90
"Rumah Murah Dekat UII Jl Kaliurang, Bangunan Baru","Ngaglik, Sleman",Rp 995.000.000,3,80,160
"RUMAH MEWAH DI JL KAPT HARYADI, DEKAT JAKAL KM 9","Ngaglik, Sleman",Rp 2.990.000.000,5,236,228
RUMAH 3LT DESAIN MEWAH DEKAT STADION MAGUWOHARJO,"Depok, Sleman",Rp 1.000.000.000,5,150,120
Rumah Strategis Siap Bangun Depan Sdn 3 Sedayu,"Sedayu, Bantul",Rp 310.000.000,2,36,70
Free Pagar Rumah Murah Siap di Huni Dekat Kampus UMY,"Banguntapan, Bantul",Rp 424.000.000,2,45,73
RUMAH AREA PURWOMARTANI SLEMAN 430JT SIAP BANGUN,"Purwo martani, Sleman",Rp 430.000.000,2,36,68
Dijual Rumah Modern Minimalis 2 lt,"Sleman, Sleman",Rp 1.500.000.000,3,130,150
RUMAH JOGJA 365JT Dekat wisata candi daerah sleman,"Kalasan, Sleman",Rp 365.000.000,2,36,70
Rumah Murah Siap Huni 300 jutaan di Prambanan Harga All in,"Prambanan, Sleman",Rp 350.000.000,2,40,75
Dijual Hunian Modern di Ngaglik Promo Launching,"Mlati, Sleman",Rp 1.591.500.000,4,95,139
RUMAH TIPE 60 TERMURAH DI JOGJA UTARA FREE BALIK NAMA & NOTARIS,"Mlati, Sleman",Rp 420.000.000,3,60,100
Rumah Baru Minimalis nyaman utara Lottemart ringroad utara,"Purwo martani, Sleman",Rp 958.000.000,3,85,129
Rumah Impian 200anJt Free Desain Daerah Balecatur,"Gamping, Sleman",Rp 242.000.000,2,36,66
Cluster di Jogja Utara Jl Besi Jangkang,"Ngaglik, Sleman",Rp 650.000.000,3,70,116
Rumah Mewah Jogja Include Private Pool  Dekat Kampus UGM,"Sleman, Sleman",Rp 1.603.000.000,4,110,143
Rumah dijual Murah Di Jogja 10 menit jogja city Mall,Sleman,Rp 2.800.000.000,5,200,221
Rumah minimalis di Jl Palagan km9,"Ngaglik, Sleman",Rp 650.000.000,2,45,115
Rumah Baru dalam Perumahan Citra Grand Mutiara jl Wates,"Gamping, Sleman",Rp 2.879.000.000,4,254,210
Rumah Dekat Ringin Purwomartani Sleman,"Kalasan, Sleman",Rp 750.000.000,3,70,120
BELI RUMAH ALL IN BONUS MOTOR MATIC HONDA DI SLEMAN,"Depok, Sleman",Rp 425.000.000,2,60,90
Rumah Villa di Lereng Bukit Pantai Parangtritis,"Kretek, Bantul",Rp 1.500.000.000,2,300,936
Dijual Rumah Murah Minimalis,Yogyakarta,Rp 380.000.000,2,36,73
Rumah 300 Jutaan  Dekat Lapangan Kasihan Bonus Mezzanine,"Bantul, Bantul",Rp 385.000.000,2,40,110
Rumah Murah Dekat Bandara Kulon progo,"Panjatan, Kulon Progo",Rp 288.000.000,2,36,98
PROMO UNIT RUMAH PERTAMA DI BALECATUR HARGA DI BAWAH 300 JUTA,"Gamping, Sleman",Rp 270.000.000,2,36,96
RUMAH DILAN DIJUAL,"Umbulharjo, Yogyakarta",Rp 5.400.000.000,3,136,1240
